WarNum,WarName,V5RegionNum,WarType,CcodeA,SideA,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TotNatMonWar,TransFrom,Initiator,Outcome,TransTo,DeathsSideA,DeathsSideB,TotalBDeaths,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorDeaths2,RecipientDeaths2,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE,cluster
805,Second Ogaden War phase 1 of 1976-1977,4,5,530,Ethiopia,WSLF,1,7,1,1976,7,22,1977,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,382,12.73,25.47,-8,WSLF,4,187,-9,-9,1300,5.1,Civil War: Local Issues,Sub-Saharan Africa,War transformed into another War,Civil War: Local Issues,Other,1300,Not in Americas,1976-07-01,NA,NA,NA,1977-07-22,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,158,5000,400,4600,0.0065527065527065526,Other,2
805.3,Anti-Nimeiry Revolt of 1976,5,4,625,Sudan,National Front,0,7,2,1976,7,5,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,0.13,-8,National Front,1,-8,300,700,1000,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1976-07-02,NA,NA,NA,1976-07-05,NA,NA,NA,700,300,700,300,400,5.698005698005698e-4,158,700,300,400,5.698005698005698e-4,Other,1
806,East Timorese War phase 3 of 1976-1979,6,5,850,Indonesia,FRETILIN,0,7,18,1976,5,26,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1029,34.3,34.3,472,Indonesia,1,-8,1800,3200,5000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,5000,Not in Americas,1976-07-18,NA,NA,NA,1979-05-26,NA,NA,NA,1800,3200,1800,3200,-1400,0.0019943019943019944,158,1800,3200,-1400,0.0019943019943019944,Initiator Won,4
806.3,Second West Papua War of 1977-1978,6,5,850,Indonesia,OPM,0,4,20,1977,11,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,566,18.87,18.87,-8,OPM,1,-8,-9,-9,1600,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,1600,Not in Americas,1977-04-20,NA,NA,NA,1978-11-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,159,9695,5900,3795,0.005405982905982906,Other,4
806.8,Chad - FAP War of 1977-1978,4,4,483,Chad,FAP,1,6,22,1977,6,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,354,11.8,28.17,-8,FAP,1,-8,2000,2000,4000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,4000,Not in Americas,1977-06-22,NA,NA,NA,1978-06-09,NA,NA,NA,2000,2000,2000,2000,0,0,159,2000,2000,0,0,Other,2
807,Third Lebanese War of 1978,5,7,-8,Lebanese Forces,PLO & Shiite militia,1,2,8,1978,10,4,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,237,7.9,22.6,-8,Syria & PLO,6,-8,1534,1600,3134,5.1,Intercommunal,Middle East and North Africa,Stalemate,Other,Other,3134,Not in Americas,1978-02-08,NA,NA,NA,1978-10-04,NA,NA,NA,1600,1534,1600,1534,66,9.401709401709401e-5,160,1600,1534,66,9.401709401709401e-5,Other,2
808,Second Ogaden War phase 3 of 1978-1980,4,5,530,Ethiopia,Ogaden Independence Movement,1,3,10,1978,12,3,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,984,32.8,72.23,187,Ogaden Independence Movement,1,-8,2000,20000,22000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,22000,Not in Americas,1978-03-10,NA,NA,NA,1980-12-03,NA,NA,NA,20000,2000,20000,2000,18000,0.02564102564102564,160,20000,2000,18000,0.02564102564102564,Other,2
809,Saur Revolution of 1978,6,4,700,Afghanistan,PDPA,0,4,27,1978,4,28,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,0.07,0.07,-8,PDPA,2,-8,1800,200,2000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,2000,Not in Americas,1978-04-27,NA,NA,NA,1978-04-28,NA,NA,NA,200,1800,200,1800,-1600,0.002279202279202279,160,200,1800,-1600,0.002279202279202279,Recipient Won,1
810,Zaire-FNLC War of 1978,4,4,490,Zaire,FNLC,1,5,11,1978,6,14,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,34,1.13,2.83,-8,FNLC,1,-8,-9,-9,1001,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,1001,Not in Americas,1978-05-11,NA,NA,NA,1978-06-14,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,160,10000,950,9050,0.012891737891737892,Other,2
811,Third Guatemala War of 1978-1983,1,4,90,Guatemala,Leftists,0,5,29,1978,8,8,1983,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1870,62.33,62.33,-8,Guatemala,1,-8,4200,17500,21700,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,21700,Americas,1978-05-29,NA,NA,NA,1983-08-08,NA,NA,NA,4200,17500,4200,17500,-13300,0.018945868945868947,160,4200,17500,-13300,0.018945868945868947,Initiator Won,1
812,Mujahideen Uprising of 1978-1980,6,4,700,Afghanistan,Mujahideen,1,7,1,1978,2,21,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,591,19.7,31.1,-8,Nuristan Front,4,476,5900,9000,14900,5.1,Civil War: Central Control,Asia and Oceania,War transformed into another War,Civil War: Central Control,Other,14900,Not in Americas,1978-07-01,NA,NA,NA,1980-02-21,NA,NA,NA,9000,5900,9000,5900,3100,0.004415954415954416,160,9000,5900,3100,0.004415954415954416,Other,2
815,Sandinista Rebellion of 1978-1979,1,4,93,Nicaragua,Sandinistas,0,9,9,1978,7,18,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,310,10.33,10.33,-8,Sandinistas,2,-8,1000,2000,3000,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,3000,Americas,1978-09-09,NA,NA,NA,1979-07-18,NA,NA,NA,2000,1000,2000,1000,1000,0.0014245014245014246,160,2000,1000,1000,0.0014245014245014246,Recipient Won,1
815.5,Iranian Islamic Revolution of 1978-1979,5,4,630,Iran,Anti-Shah Coalition,0,11,16,1978,2,12,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,87,2.9,2.9,-8,Mujahideen e-Kalk,2,-8,500,500,1000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,1000,Not in Americas,1978-11-16,NA,NA,NA,1979-02-12,NA,NA,NA,500,500,500,500,0,0,160,500,500,0,0,Other,1
816,Anti-Khomeini Coalition War of 1979-1983,5,4,630,Iran,Anti-Khomeini Coalition,0,2,14,1979,12,-9,1983,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1742,58.07,58.07,-8,Iran,1,-8,3000,7000,10000,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,10000,Not in Americas,1979-02-14,NA,NA,NA,1983-12-09,NA,NA,NA,3000,7000,3000,7000,-4000,0.005698005698005698,161,3000,7000,-4000,0.005698005698005698,Initiator Won,1
817,El Salvador War of 1979-1992,1,4,92,El Salvador,Salvadorian Democratic Front,0,10,15,1979,2,1,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4427,147.57,147.57,-8,SDF,3,-8,10000,14000,24000,5.1,Civil War: Central Control,North America,Compromise,Civil War: Central Control,Other,24000,Americas,1979-10-15,NA,NA,NA,1992-02-01,NA,NA,NA,14000,10000,14000,10000,4000,0.005698005698005698,161,14000,10000,4000,0.005698005698005698,Other,1
820,Chad - FAN War of 1980-1984,4,5,483,Chad,FAN,1,3,20,1980,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1376,45.87,80.2,-8,FAN,2,-8,4500,1700,6200,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,6200,Not in Americas,1980-03-20,NA,NA,NA,1984-01-09,NA,NA,NA,1700,4500,1700,4500,-2800,0.003988603988603989,162,1700,4500,-2800,0.003988603988603989,Recipient Won,2
823,Nigeria - Muslim War of 1980-1981,4,5,475,Nigeria,Al Masifu Sect,0,12,8,1980,1,1,1981,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,24,0.8,0.8,-8,Nigeria,1,-8,55,1000,1055,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,1055,Not in Americas,1980-12-08,NA,NA,NA,1981-01-01,NA,NA,NA,55,1000,55,1000,-945,0.001346153846153846,162,55,1000,-945,0.001346153846153846,Initiator Won,4
824,First Philippines - NPA War of 1981-1992,6,4,840,Philippines,NPA,0,1,17,1981,12,10,1986,2,8,1987,9,1,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4128,137.6,137.6,-8,NPA,6,-8,-9,-9,30000,5.1,Civil War: Central Control,Asia and Oceania,Stalemate,Civil War: Central Control,Other,30000,Not in Americas,1981-01-17,1987-02-08,NA,NA,1986-12-10,1992-09-01,NA,NA,-9,-9,NaN,NaN,NaN,NaN,163,41500,7000,34500,0.049145299145299144,Other,1
825,Mozambique War of 1981-1992,4,4,541,Mozambique,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,514.5,-8,RENAMO,1,-8,-9,-9,20560,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20560,Not in Americas,1981-04-10,NA,NA,NA,1992-10-04,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,163,70020,70550,-530,7.54985754985755e-4,Other,2
826,Tigrean & Eritrean War of 1982-1991,4,5,530,Ethiopia,TPLF & EPLF,0,1,23,1982,5,28,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3366,112.2,112.2,-8,TPLF & EPLF,2,-8,153500,80000,235500,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side B wins,Civil War: Local Issues,Side B,50000,Not in Americas,1982-01-23,NA,NA,NA,1991-05-28,NA,NA,NA,80000,153500,80000,153500,-73500,0.1047008547008547,164,80000,153500,-73500,0.1047008547008547,Recipient Won,4
826.5,Hama Uprising of 1982,5,4,652,Syria,Muslim Brotherhood,0,2,3,1982,2,28,1982,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,0.87,0.87,-8,Muslim Brotherhood,1,-8,1000,2000,3000,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,3000,Not in Americas,1982-02-03,NA,NA,NA,1982-02-28,NA,NA,NA,2000,1000,2000,1000,1000,0.0014245014245014246,164,2000,1000,1000,0.0014245014245014246,Other,1
828,Contra War of 1982-1988,1,4,93,Nicaragua,Contras,0,3,14,1982,3,23,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2170,72.33,72.33,-8,Contras,3,-8,7150,25250,32400,5.1,Civil War: Central Control,North America,Compromise,Civil War: Central Control,Other,32400,Americas,1982-03-14,NA,NA,NA,1988-03-23,NA,NA,NA,25250,7150,25250,7150,18100,0.025783475783475784,164,25250,7150,18100,0.025783475783475784,Other,1
828.3,Uganda-NRA War of 1982-1986,4,4,500,Uganda,NRA,0,6,-9,1982,3,19,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1355,45.17,45.17,-8,NRA,2,-8,39516,6000,45516,5.1,Civil War: Central Control,Sub-Saharan Africa,Side B wins,Civil War: Central Control,Side B,45516,Not in Americas,1982-06-09,NA,NA,NA,1986-03-19,NA,NA,NA,6000,39516,6000,39516,-33516,0.04774358974358974,164,6000,39516,-33516,0.04774358974358974,Recipient Won,1
829,Shining Path War of 1982-1992,2,4,135,Peru,Shining Path,0,11,28,1982,9,12,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3525,117.5,117.5,-8,Shining Path,1,-8,2242,10466,12708,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,12708,Americas,1982-11-28,NA,NA,NA,1992-09-12,NA,NA,NA,10466,2242,10466,2242,8224,0.011715099715099715,164,10466,2242,8224,0.011715099715099715,Other,1
833,Fourth Lebanese War of 1983-1984,5,4,660,Lebanon,Shi'ites and Druzes,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,46.77,-8,Hezbollah,2,-8,-9,-9,1368,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,1368,Not in Americas,1983-04-18,NA,NA,NA,1984-02-29,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,165,10680,3500,7180,0.010227920227920228,Other,2
834,Second South Sudan War of 1983-2002,5,4,625,Sudan,SPLA-Garang faction,1,5,17,1983,9,10,1991,3,9,1992,10,15,2002,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6811,227.03,291.73,-8,105th Batallion,3,-8,-9,-9,100000,5.1,Civil War: Central Control,Middle East and North Africa,Compromise,Civil War: Central Control,Other,50000,Not in Americas,1983-05-17,1992-03-09,NA,NA,1991-09-10,2002-10-15,NA,NA,-9,-9,NaN,NaN,NaN,NaN,165,10000,4000,6000,0.008547008547008548,Other,2
835,First Sri Lanka Tamil War of 1983-1987,6,5,780,Sri Lanka,Tamil Rebels,0,7,23,1983,6,18,1985,8,16,1985,10,14,1987,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1464,48.8,48.83,-8,LTTE,4,476.6,1000,3000,4000,5.1,Civil War: Local Issues,Asia and Oceania,War transformed into another War,Civil War: Local Issues,Other,4000,Not in Americas,1983-07-23,1985-08-16,NA,NA,1985-06-18,1987-10-14,NA,NA,3000,1000,3000,1000,2000,0.002849002849002849,165,3000,1000,2000,0.002849002849002849,Other,4
837,Indian Golden Temple War of 1984,6,5,750,India,Sikh Rebels,0,6,1,1984,7,30,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,60,2,2,-8,India,1,-8,250,750,1000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,1000,Not in Americas,1984-06-01,NA,NA,NA,1984-07-30,NA,NA,NA,250,750,250,750,-500,7.122507122507123e-4,166,250,750,-500,7.122507122507123e-4,Initiator Won,4
838,First Turkish Kurds War of 1984-1986,5,5,640,Turkey,PKK,0,8,14,1984,3,28,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,585,19.5,19.5,-8,PKK,7,-8,-9,-9,1600,5.1,Civil War: Local Issues,Middle East and North Africa,Conflict continues below war level,Civil War: Local Issues,Other,1600,Not in Americas,1984-08-14,NA,NA,NA,1986-03-28,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,166,100,1800,-1700,0.0024216524216524216,Other,4
840,Fifth Iraqi  Kurds War of 1985-1988,5,5,645,Iraq,Kurds,1,1,-9,1985,8,28,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1304,43.47,86.67,-8,Iraq,1,-8,-9,-9,4000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,4000,Not in Americas,1985-01-09,NA,NA,NA,1988-08-28,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,167,2000,3000,-1000,0.0014245014245014246,Initiator Won,2
842,South Yemen War of 1986,5,4,680,Yemen People's Republic,Leftist Factions,0,1,13,1986,2,1,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,19,0.63,0.63,-8,YPR,2,-8,-9,-9,4000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,4000,Not in Americas,1986-01-13,NA,NA,NA,1986-02-01,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,168,1937,737,1200,0.0017094017094017094,Other,1
843,Holy Spirit Movement War of 1986-1987,4,4,500,Uganda,HSMF,0,10,19,1986,11,4,1987,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,376,12.53,12.53,-8,HSMF,1,-8,2000,5000,7000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,7000,Not in Americas,1986-10-19,NA,NA,NA,1987-11-04,NA,NA,NA,5000,2000,5000,2000,3000,0.004273504273504274,168,5000,2000,3000,0.004273504273504274,Other,1
845,Second Sri Lanka-JVP War of 1987-1989,6,4,780,Sri Lanka,JVP,0,7,29,1987,12,28,1989,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,870,29,29,-8,JVP,1,-8,551,9449,10000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,10000,Not in Americas,1987-07-29,NA,NA,NA,1989-12-28,NA,NA,NA,9449,551,9449,551,8898,0.012675213675213676,169,9449,551,8898,0.012675213675213676,Other,1
845.5,Fourth Guatemala of 1987 to 1990,1,4,90,Guatemala,Leftists,0,9,-9,1987,9,-9,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1081,36.03,36.03,-8,Guatemala,1,-8,3000,6000,9000,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,9000,Americas,1987-09-09,NA,NA,NA,1990-09-09,NA,NA,NA,3000,6000,3000,6000,-3000,0.004273504273504274,169,3000,6000,-3000,0.004273504273504274,Initiator Won,1
846,Inkatha-ANC War of 1987-1994,4,7,-8,Inkatha,ANC,0,12,20,1987,4,26,1994,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2287,76.23,76.23,-8,Inkatha,6,-8,-9,-9,13000,5.1,Intercommunal,Sub-Saharan Africa,Stalemate,Other,Other,13000,Not in Americas,1987-12-20,NA,NA,NA,1994-04-26,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,169,2750,1000,1750,0.002492877492877493,Other,4
848,First Somalia War of 1988-1991,4,4,520,Somalia,SNM,0,5,26,1988,1,26,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,961,32.03,32.03,-8,SNM,2,-8,-9,-9,25000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side B wins,Civil War: Central Control,Side B,25000,Not in Americas,1988-05-26,NA,NA,NA,1991-01-26,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,170,14737,5000,9737,0.01387037037037037,Recipient Won,1
849,FARC/ELN War of 1988-present,2,4,100,Colombia,Leftist Rebels and Drug Cartels,0,8,23,1988,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9688,322.93,322.93,-8,Leftist Rebels and Drug Cartels,5,-8,12825,23463,36288,5.1,Civil War: Central Control,South America,War ongoing as of end of 2014,Civil War: Central Control,Other,36288,Americas,1988-08-23,NA,NA,NA,NA,NA,NA,NA,23463,12825,23463,12825,10638,0.015153846153846153,170,23463,12825,10638,0.015153846153846153,Other,1
850,Fifth Lebanese War of 1989-1990,5,4,660,Lebanon,Lahoud Faction,1,2,14,1989,10,13,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,600,20,34.13,-8,Lebanon,2,-8,-9,-9,2400,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,2400,Not in Americas,1989-02-14,NA,NA,NA,1990-10-13,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,171,20000,5000,15000,0.021367521367521368,Other,2
851,Second Afghan Civil War of 1989-1992,6,4,700,Afghanistan,Mujahideen,0,2,16,1989,4,15,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1140,38,38,476,Mujahideen,2,-8,-9,-9,40000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,40000,Not in Americas,1989-02-16,NA,NA,NA,1992-04-15,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,171,700,1000,-300,4.2735042735042735e-4,Recipient Won,1
852,Chad - Deby War of 1989-1990,4,4,483,Chad,April 1 Movement,0,4,1,1989,12,2,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,602,20.07,20.07,-8,April 1 Movement,2,-8,3000,800,3800,5.1,Civil War: Central Control,Sub-Saharan Africa,Side B wins,Civil War: Central Control,Side B,3800,Not in Americas,1989-04-01,NA,NA,NA,1990-12-02,NA,NA,NA,800,3000,800,3000,-2200,0.0031339031339031338,171,800,3000,-2200,0.0031339031339031338,Recipient Won,1
853,Punjab Rebellion of 1989-1993,6,5,750,India,Sikh Guerillas,0,7,1,1989,6,30,1993,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1440,48,48,-8,Sikh Guerrillas,1,-8,1500,6000,7500,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,7500,Not in Americas,1989-07-01,NA,NA,NA,1993-06-30,NA,NA,NA,6000,1500,6000,1500,4500,0.00641025641025641,171,6000,1500,4500,0.00641025641025641,Other,4
854,Second Khmer Rouge War of 1989-1991,6,4,811,Kampuchea,Khmer Rouge & KPNFL,0,9,26,1989,10,23,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,748,24.93,24.93,475,Khmer Rouge & KPNFL,3,-8,-9,-9,2100,5.1,Civil War: Central Control,Asia and Oceania,Compromise,Civil War: Central Control,Other,2100,Not in Americas,1989-09-26,NA,NA,NA,1991-10-23,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,171,700,1800,-1100,0.0015669515669515669,Other,1
856,Romanian War of 1989,3,4,360,Romania,National Salvation Front,0,12,18,1989,12,26,1989,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,0.3,0.3,-8,National Salvation Front,2,-8,-9,-9,1000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,1000,Not in Americas,1989-12-18,NA,NA,NA,1989-12-26,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,171,8700,600,8100,0.011538461538461539,Recipient Won,1
857,First Liberian War of 1989-1990,4,4,450,Liberia,NPFL and INPFL,1,12,24,1989,11,28,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,335,11.17,17.97,-8,NPFL,3,-8,-9,-9,3000,5.1,Civil War: Central Control,Sub-Saharan Africa,Compromise,Civil War: Central Control,Other,3000,Not in Americas,1989-12-24,NA,NA,NA,1990-11-28,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,171,500,1000,-500,7.122507122507123e-4,Other,2
858,First Aceh War of 1990-1991,6,5,850,Indonesia,GAM,0,4,-9,1990,7,-9,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,451,15.03,15.03,-8,GAM,7,-8,-9,-9,1500,5.1,Civil War: Local Issues,Asia and Oceania,Conflict continues below war level,Civil War: Local Issues,Other,1500,Not in Americas,1990-04-09,NA,NA,NA,1991-07-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,172,-8,1000,-1008,0.001435897435897436,Other,4
859,Second Sri Lanka Tamil War of 1990-2001,6,5,780,Sri Lanka,LTTE,0,6,11,1990,10,13,1994,4,19,1995,12,24,2001,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3969,132.3,132.33,-8,LTTE,3,-8,-9,-9,70000,5.1,Civil War: Local Issues,Asia and Oceania,Compromise,Civil War: Local Issues,Other,50000,Not in Americas,1990-06-11,1995-04-19,NA,NA,1994-10-13,2001-12-24,NA,NA,-9,-9,NaN,NaN,NaN,NaN,172,55,1000,-945,0.001346153846153846,Other,4
860,Bougainville Secessionist War of 1990-1991,6,5,910,Papua New Guinea,BRA,0,9,22,1990,1,24,1991,6,-9,1991,12,-9,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,304,10.13,10.13,-8,Papua New Guinea,7,-8,-9,-9,1000,5.1,Civil War: Local Issues,Asia and Oceania,Conflict continues below war level,Civil War: Local Issues,Other,1000,Not in Americas,1990-09-22,1991-06-09,NA,NA,1991-01-24,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,172,800,1000,-200,2.849002849002849e-4,Other,4
862,Iraqi Shiite Rebellion of 1991,5,4,645,Iraq,Shiites and SAIRI,0,3,2,1991,3,31,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,30,1,1,-8,Shiites,1,-8,-9,-9,1000,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1991-03-02,NA,NA,NA,1991-03-31,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,173,4200,4000,200,2.849002849002849e-4,Other,1
